 -0.999509811       6.61539659E-03
 -0.998485327       4.69974056E-02
 -0.997368574      0.110733844    
 -0.996151447      0.184946597    
 -0.994824529      0.261334985    
 -0.993378401      0.336752295    
 -0.991802096      0.411248058    
 -0.990083873      0.485169798    
 -0.988210976      0.557645679    
 -0.986169636      0.626805067    
 -0.983944535      0.690645576    
 -0.981519103      0.747643411    
 -0.978875399      0.796923816    
 -0.975993872      0.838174641    
 -0.972852886      0.871481478    
 -0.969429255      0.897172749    
 -0.965697527      0.915730596    
 -0.961629868      0.927798450    
 -0.957196236      0.934087694    
 -0.952363491      0.935295761    
 -0.947095752      0.932039738    
 -0.941353917      0.924814522    
 -0.935095429      0.914049387    
 -0.928273678      0.900124252    
 -0.920837879      0.883339524    
 -0.912732899      0.863997400    
 -0.903898478      0.842341125    
 -0.894268990      0.818730950    
 -0.883772790      0.793497801    
 -0.872331858      0.766704321    
 -0.859861374      0.738782048    
 -0.846268594      0.709734738    
 -0.831452310      0.679907501    
 -0.815954208      0.649939179    
 -0.800412178      0.621892035    
 -0.784870207      0.595971107    
 -0.769328177      0.571861506    
 -0.753786206      0.548941851    
 -0.738244295      0.527221501    
 -0.722702324      0.506578624    
 -0.707160354      0.486781776    
 -0.691618323      0.467661738    
 -0.676076353      0.449312806    
 -0.660534382      0.431774229    
 -0.644992352      0.415083110    
 -0.629450381      0.399067938    
 -0.613908350      0.383438349    
 -0.598366380      0.368441254    
 -0.582824469      0.354083776    
 -0.567282438      0.340315640    
 -0.551740408      0.327032655    
 -0.536198497      0.313920766    
 -0.520656526      0.300960869    
 -0.505114496      0.288210660    
 -0.489572525      0.275707245    
 -0.474030495      0.263606727    
 -0.458488524      0.251998514    
 -0.442946553      0.240814731    
 -0.427404612      0.230000362    
 -0.411862612      0.219464555    
 -0.396320581      0.209108040    
 -0.380778611      0.199028119    
 -0.365236670      0.189350322    
 -0.349694669      0.180020809    
 -0.334152669      0.171010554    
 -0.318610668      0.162369341    
 -0.303068668      0.154107332    
 -0.287526727      0.146209538    
 -0.271984726      0.138637587    
 -0.256442755      0.131341577    
 -0.240900755      0.124325752    
 -0.225358784      0.117671736    
 -0.209816799      0.111424118    
 -0.194274798      0.105607659    
 -0.178732827      0.100218311    
 -0.163190827       9.51977447E-02
 -0.147648841       9.04887244E-02
 -0.132106870       8.61343741E-02
 -0.116564892       8.22087899E-02
 -0.101022899       7.87374750E-02
  -8.54809135E-02   7.57422745E-02
  -6.99389279E-02   7.32396170E-02
  -5.43969423E-02   7.12418333E-02
  -3.88549604E-02   6.97342157E-02
  -2.33129766E-02   6.86964393E-02
  -7.77099235E-03   6.81345165E-02
   7.77099235E-03   6.80761337E-02
   2.33129766E-02   6.85359612E-02
   3.88549604E-02   6.94893003E-02
   5.43969423E-02   7.09072724E-02
   6.99389279E-02   7.27980658E-02
   8.54809135E-02   7.51898438E-02
  0.101022899       7.80622587E-02
  0.116564892       8.13876912E-02
  0.132106870       8.51848200E-02
  0.147648841       8.94759670E-02
  0.163190842       9.42423120E-02
  0.178732827       9.94645432E-02
  0.194274798      0.105100349    
  0.209816799      0.111070052    
  0.225358784      0.117349580    
  0.240900755      0.124005437    
  0.256442755      0.131060749    
  0.271984756      0.138510406    
  0.287526727      0.146358877    
  0.303068697      0.154503420    
  0.318610668      0.162884861    
  0.334152669      0.171579704    
  0.349694669      0.180639669    
  0.365236640      0.190078288    
  0.380778581      0.199919879    
  0.396320611      0.210098252    
  0.411862612      0.220596075    
  0.427404612      0.231423795    
  0.442946553      0.242573470    
  0.458488494      0.254101664    
  0.474030495      0.266057193    
  0.489572525      0.278339446    
  0.505114496      0.290856808    
  0.520656526      0.303473502    
  0.536198497      0.316354573    
  0.551740408      0.329567313    
  0.567282438      0.343156815    
  0.582824469      0.357313216    
  0.598366380      0.372151852    
  0.613908350      0.387536108    
  0.629450381      0.403301567    
  0.644992352      0.419353485    
  0.660534382      0.435870856    
  0.676076353      0.453024447    
  0.691618323      0.470997363    
  0.707160354      0.489718020    
  0.722702265      0.508995831    
  0.738244236      0.528922319    
  0.753786147      0.549872696    
  0.769328177      0.572214961    
  0.784870207      0.596151292    
  0.800412178      0.621490777    
  0.815954208      0.648771942    
  0.831452310      0.678148985    
  0.846268535      0.707346439    
  0.859861374      0.736145794    
  0.872331858      0.764190912    
  0.883772790      0.791272402    
  0.894268990      0.816729367    
  0.903898478      0.840276957    
  0.912732840      0.861846447    
  0.920837879      0.881259441    
  0.928273678      0.898143947    
  0.935095429      0.912191153    
  0.941353917      0.923036158    
  0.947095692      0.930334210    
  0.952363431      0.933707714    
  0.957196236      0.932581306    
  0.961629868      0.926306427    
  0.965697527      0.914234161    
  0.969429255      0.895697474    
  0.972852945      0.870083332    
  0.975993872      0.836888552    
  0.978875399      0.795750022    
  0.981519103      0.746569991    
  0.983944595      0.689668119    
  0.986169636      0.625930429    
  0.988210976      0.556884110    
  0.990083873      0.484525770    
  0.991802156      0.410717517    
  0.993378401      0.336323589    
  0.994824529      0.260994762    
  0.996151328      0.184688672    
  0.997368574      0.110562533    
  0.998485327       4.69155610E-02
  0.999509811       6.60212431E-03
